States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
Sikkim,55,25,30,65,84,90,83,70,43,47,0,0,0,0,0,0,50,300,18,26,20,22,4/5/2018
Tamil Nadu,34,30.2,30.75,61.2,70.4,73.4,75.2,56,32.8,36,137.4,119,94,0,95.6,83.6,49.8,220,17,24.2,14.4,11,4/5/2018
Telangana,28.17,27.83,29.33,75,70.67,76.5,71.17,69.5,39.5,39.83,105.5,95.5,66.5,82.67,84.17,64.33,38.33,186.67,13.17,20.5,12,10,4/5/2018
Tripura,31,0,29,63,0,74,78,67,41,40,0,109,70,99,0,0,53,178,19,18,20,14,4/5/2018
Uttar Pradesh,25.13,19.13,22,59,67.71,59,67.29,53.63,35.38,48,130.71,102.13,81.25,92.5,107.43,80.29,35.13,198.13,17.38,15.88,17,14.25,4/5/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,15,20.5,20,4/5/2018
West Bengal,28.67,17.4,23.33,71,74.33,77,78.83,68.17,41,39.17,121.6,96,80.17,85.83,92.5,70.17,41.5,188.33,11.67,15.17,17,14,4/5/2018
Average Price,29.29,22.97,25.12,63.79,70.27,69,71.8,59.29,37.55,41.82,125.39,102.57,79.44,89.23,95.23,78.1,41.01,208.89,15.53,17.52,16.23,15,5/5/2018
Maximum Price,55,34,32,100,100,100,100,80,50,56,164,165,105,120,130,115,60,300,21,28,30,30,5/5/2018
Minimum Price,20,17,19,48,40,40,56,40,29,28,89,83,62,70,78,62,26,120,9,10,8,5,5/5/2018
Modal Price,27,20,23,63.33,70,75,75,50,40,41,110,100,85,85,89.5,75,40,200,18,20,20,10,5/5/2018
Andhra Pradesh,32,28.25,29.25,67.25,66.75,72.75,74.25,59.67,39.75,42.5,106.75,115.25,68.5,87.5,87,72,44.75,207.75,13.5,21,15.25,12,5/5/2018
Assam,30,26,28,57,70,70,75,60,36,56,0,90,75,90,100,0,45,200,12,18,20,25,5/5/2018
Bihar,34,21,24,60,75,75,75,55,35,42,0,103,78,107,110,93,35,150,18,20,16,14,5/5/2018
Chandigarh,28,23,25,50,63,55,62,46,40,44,128,100,76,87,88,0,29,220,16,14,16,16,5/5/2018
Chhattisgarh,26.2,25.4,25.2,60.2,63.6,58,70,51,36,41.2,125,97.4,74.6,88,92.6,88.8,40.6,192.5,9.8,13.8,15.8,8.4,5/5/2018
Delhi,34,20,23,69,81,79,83,69,33,42,164,120,94,102,110,88,51,239,18,24,20,21,5/5/2018
Gujarat,23.75,20.5,23,64.25,71.25,67.75,64.5,53.5,37.75,51,99,86,73.25,82.5,83.5,73.25,49.5,213.75,14.75,13.25,20,22.5,5/5/2018
Haryana,31.5,19.5,23.25,59.25,72.75,70.5,69.5,56.25,37.75,44.25,148.25,102.5,88.25,97,102.75,81,38.75,228.5,18.5,11,14.5,13,5/5/2018
Himachal Pradesh,31,0,23,58.5,71,64.25,69.5,59.67,38.25,34.25,139,122,90,91,90,78.5,35.5,182.5,17.5,15.75,17,19.25,5/5/2018
Jammu and Kashmir,29,21,24,60,80,70,65,60,50,37,0,120,95,120,130,0,45,240,18,20,20,30,5/5/2018
Jharkhand,35,24,24,60,70,62,74,50,35,42,145,107,72,105,104,93,35,280,18,18,14,5,5/5/2018
Madhya Pradesh,24.2,19,22.6,62,64.8,62.2,62,51.8,39.4,44,121.6,86.4,69.8,79.4,87.2,67.67,39.4,216.8,15.2,18,16,14,5/5/2018
Maharashtra,35.5,26.25,29.5,64.75,69.5,73,77.5,58.5,36.5,39.75,119.75,125,82.75,84.75,92.5,77.25,44.25,236.25,16.5,23.25,17.25,22.25,5/5/2018
Manipur,50,0,30,100,100,100,100,80,50,0,0,109,87,109,0,98,60,240,15,25,0,0,5/5/2018
Odisha,26.25,0,23,52.75,63,56.25,67.75,48.5,34.5,34,0,100,75,93,95.25,87,36.5,190,17.25,17.75,15,14.5,5/5/2018
Puducherry,30,34,28,65,76,76,80,55,33,36,124,132,104,0,93,84,50,250,17,28,12,10,5/5/2018
Punjab,33,19,22,71.5,76.5,71.5,78.5,72,40,45,150,96,85,89,102.5,0,43.5,205,18,11,17.5,18.5,5/5/2018
Rajasthan,28,17,22,53,62,65,65,60,34,42,125,95,69,88,86,0,32,275,17,10,9,9,5/5/2018
Sikkim,55,25,30,65,84,90,83,70,43,47,0,0,0,0,0,0,50,300,18,26,20,22,5/5/2018
Tamil Nadu,34,30.2,30.75,61.2,70.4,73.4,75.2,56,32.8,36,137.4,119,94,0,95.6,83.6,49.8,220,17,24.2,14.4,11,5/5/2018
Telangana,28.17,27.83,29.33,75,70.67,76.5,71.17,69.5,39.5,39.83,105.5,95.5,66.5,82.67,84.17,64.33,38.33,186.67,13.17,20.5,12,10,5/5/2018
Uttar Pradesh,25.13,19.13,22,59.13,68,59,68.25,53.63,35.38,48,130.71,102.13,80.14,92.5,107.29,80.14,35.5,198.13,17.38,15.88,17,14.5,5/5/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,15,20.5,20,5/5/2018
West Bengal,28.67,17.4,23.33,71,74.33,77,78.83,68.17,40,39.17,121.6,96,80.17,85.83,92.5,70.17,41.33,188.33,11.67,15.17,17,14,5/5/2018
Average Price,28.24,22.25,24.61,62.93,69.05,67.4,71.09,57.6,37.05,42.35,127.8,101.8,80.36,87.81,95.29,78.76,41.16,210.68,15.49,16.91,16.53,15.09,6/5/2018
Maximum Price,51,34,32,84,83,98,83,77,45,54,164,165,105,107,126,115,58,275,21,28,30,30,6/5/2018
Minimum Price,20,17,19,48,40,40,56,40,29,30,89,83,62,70,78,62,26,120,9,10,8,5,6/5/2018
Modal Price,25,20,22,55,70,75,77.5,50,38,42,115,100,85,85,86.5,75,38,200,18,15,17.5,10,6/5/2018
Andhra Pradesh,32,28.25,29.25,67.25,66.75,72.75,74.25,59.67,39.75,42.5,106.75,115.25,68.5,87.5,87,72,44.75,207.75,13.5,21,15.25,12,6/5/2018
Chandigarh,28,23,25,50,63,55,62,46,40,44,128,100,76,87,88,0,29,220,16,14,16,16,6/5/2018
Chhattisgarh,26.2,25.4,25.2,60.2,63.6,58,70,51,36,41.2,125,97.4,74.6,88,92.6,88.8,40.6,192.5,9.8,13.8,15.8,8.4,6/5/2018
Delhi,34,20,23,69,81,79,83,69,33,42,164,120,94,102,110,88,51,239,18,24,20,21,6/5/2018
Gujarat,23.75,20.5,23,64.25,71.25,67.75,64.5,53.5,37.75,51,99,86,73.25,82.5,83.5,73.25,49.5,213.75,14.75,13.25,20,22.5,6/5/2018
Haryana,31.5,19.5,23.25,59.25,72.75,70.5,69.5,56.25,37.75,44.25,148.25,102.5,88.25,97,102.75,81,38.75,228.5,18.5,11,14.5,13,6/5/2018
Himachal Pradesh,30,0,0,70,70,70,74,0,40,30,158,126,97,97,0,0,40,180,17,20,20,20,6/5/2018
Madhya Pradesh,24.2,19,22.6,62,64.8,62.2,62,51.8,39.4,44,121.6,86.4,69.8,79.4,87.2,67.67,39.4,216.8,15.2,18,16,14,6/5/2018
Maharashtra,35.5,26.25,29.5,65,69.5,73.25,77.5,58.25,36.5,39.75,119.75,125,82.75,84.75,92.25,77.25,44.25,236.25,16.5,23,17.25,21.75,6/5/2018
Odisha,26,0,23.33,53.33,64,57,68.67,48.67,34.33,34,0,101,75.33,96,95,87,37.33,193.33,17.33,17.67,15,16,6/5/2018
Puducherry,30,34,28,65,76,76,80,55,33,36,124,132,104,0,93,84,50,250,17,28,12,10,6/5/2018
Punjab,33,19,22,71.5,76.5,71.5,78.5,72,40,45,150,96,85,89,102.5,0,43.5,205,18,11,17.5,18.5,6/5/2018
Rajasthan,28,18,22,54,57,56,63,52.5,34,42,125,95,69,88,86,0,32,275,17,10,9,9,6/5/2018
Tamil Nadu,33.5,30.25,31.33,62.5,70.75,73.75,74.75,58,33,35.75,136,128,96,0,95.75,83.25,49.25,220,17,24,14.5,10.75,6/5/2018
Uttar Pradesh,25.13,19.13,22,59.25,67.88,59,68.25,53.63,35.38,48,130.71,102.13,80.14,92.5,106.71,80.14,35.5,198.13,17.38,15.88,17,14.88,6/5/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,15,20.5,20,6/5/2018
West Bengal,28.8,17,23.6,71.6,75.2,77.4,79,68.2,40.4,39,129.5,95.2,82.2,84.6,92,71.2,41.2,190,10.6,15.6,16.4,13.6,6/5/2018
Average Price,29.62,23.79,25.94,64.67,70.35,69.81,72.5,59.59,37.51,42.57,126.21,104.55,80.26,89.22,95.42,78.84,42.16,207,15.23,18.32,17.36,15.55,7/5/2018
Maximum Price,55,46,50,90,90,98,100,80,46,64,170,165,129,115,126,115,66,300,21,30,55,40,7/5/2018
Minimum Price,20,16,19,48,52,45,56,45,29,28,89,83,62,70,78,62,26,120,8,8,8,5,7/5/2018
Modal Price,28,20,22,75,70,75,77.5,60,39,41,127.5,100,70,85,87,64,39,200,18,20,17.5,10,7/5/2018
Andaman and Nicobar,0,35,50,67,78,80,80,65,46,57,0,148,129,0,115,104,65,208,12,30,30,40,7/5/2018
Andhra Pradesh,32,28.25,29.5,67,66.75,72.5,74.25,59.33,39.5,42.5,106.75,115,68.5,87.5,87,72,45,207.5,13.5,21,15.25,12,7/5/2018
Assam,30,26,28,60,70,70,75,60,36,56,0,90,75,90,100,0,45,200,12,18,20,20,7/5/2018
Bihar,30,17.67,21.67,63.33,70.33,76,71.5,55,37.67,40,0,95,74.33,90.33,99,76,36,194.33,14,14.33,15,18,7/5/2018
Chandigarh,28,23,25,50,62,54,62,45,39,44,128,100,76,87,88,0,30,220,16,14,15,16,7/5/2018
Chhattisgarh,26.2,25.4,25.2,60.2,69.5,62.5,70,53.75,35.2,41.2,125,97.4,74.6,88,92.6,88.8,40.6,192.5,9.8,13.8,15.8,8.4,7/5/2018
Delhi,34,20,23,68,81,79,83,68,33,42,164,120,94,102,110,88,51,239,18,24,20,21,7/5/2018
Goa,42,30,28,75,70,82,90,70,37,50,170,159,117,100,104,89,55,240,17,27,18,18,7/5/2018
Gujarat,23.75,20.33,23,64.25,71.25,67.75,64.5,53.5,37.75,51,99,86,73.25,82.5,83.5,73.25,49.5,213.75,14.75,14,20,23.25,7/5/2018
Haryana,31.5,19.5,23.25,59.25,72.75,70.5,69.5,56.25,37.75,44.25,148.25,102.5,88.25,97,102.75,81,38.75,228.5,18.5,12.25,14.5,13,7/5/2018
Himachal Pradesh,32.67,0,22.5,59.67,69.67,63,71,54.5,37,32.33,158,122.67,91.67,93,0,87,34,176.67,17.33,17,17.67,15.67,7/5/2018
Jammu and Kashmir,32,20,23,56,75,74,76,54,37,40,0,112,96,115,121,102,36,240,18,18,18,20,7/5/2018
Jharkhand,35,24,24,60,70,62,74,50,35,42,145,107,72,105,104,93,35,280,18,18,14,6,7/5/2018
Kerala,39.25,34.5,37.25,72.25,76.5,77.25,78,67,36,43.25,137,151.67,90.25,93,91.5,77,52,176.25,10,28.75,19.25,15.5,7/5/2018
Madhya Pradesh,24,19,22.33,64.17,65.17,63.83,62.5,51.67,39.5,44.33,121.5,86.83,68.67,78,86.5,67.67,39.67,217.33,15.33,17.83,15.33,13.33,7/5/2018
Maharashtra,35.5,26.25,29.5,65,69.5,73.25,77.5,58.25,36.5,39.75,119.75,125,82.75,84.75,92.25,77.25,44.25,236.25,16.5,22.75,17.25,22.5,7/5/2018
Manipur,40,0,30,90,90,90,100,80,45,0,0,109,87,109,0,98,60,240,15,30,30,30,7/5/2018
Meghalaya,25,27,27,85,62,70,80,63,44,64,95,94,72,103,122,88,66,200,20,20,55,35,7/5/2018
Nagaland,25,40,30,80,75,60,75,60,45,50,0,0,0,0,0,0,50,200,10,20,50,30,7/5/2018
Odisha,26.25,0,23,52.75,62.75,56.25,67.25,48.5,34.5,34,0,100,75,93,95.25,87,36.5,190,17.25,17.75,15,14.5,7/5/2018
Puducherry,30,35,28,65,76,76,80,60,33,36,124,132,104,0,93,84,50,250,17,28,12,10,7/5/2018
Punjab,30.67,19.33,22.67,71.5,76.5,71.5,78.5,72,41.67,46.67,151,96.67,85,90.33,103,0,43.67,206.67,18,11.33,15,15.67,7/5/2018
Rajasthan,28,18,22,53.5,57,56,63,52.5,33,40,120.5,90,69,86.5,89,0,30,217.5,17,12.5,9.5,7,7/5/2018
Sikkim,55,25,30,65,84,90,83,70,43,47,0,0,0,0,0,0,50,300,18,26,20,22,7/5/2018
Tamil Nadu,34,30.2,30.75,61.2,70.4,73.4,75.2,56,32.8,36,136.8,119,94,0,95.6,83.6,49.8,220,17,24.4,14.8,11.8,7/5/2018
Telangana,28.17,27.83,29.33,75,70.67,76.5,71.17,69.5,39.5,39.83,105.67,95.5,66.5,82.67,84.17,64.33,38.33,186.33,13.17,20.5,12,10,7/5/2018
Tripura,31,0,29,63,0,74,78,67,41,40,0,107,70,99,0,0,53,178,19,18,20,14,7/5/2018
Uttar Pradesh,25.13,19.13,22,57.88,67.75,58.75,68.25,53.63,35.25,48,130.71,102.13,80.14,92,106.29,79.71,35.25,198.13,17.38,16.13,17.25,14.5,7/5/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,15,20.5,20,7/5/2018
West Bengal,28.67,17.4,23.33,71.17,74,76.83,78.33,68.17,40,39.17,121.6,95.83,80.33,85.67,92.5,70.17,41.33,188.33,11.67,15.33,17,14,7/5/2018
Average Price,30.12,24.05,26.28,64.86,70.22,70.3,72.63,60.25,37.53,42.3,126.46,105.25,80.46,89.52,95.53,78.82,42.48,208.01,15.14,18.51,17.42,15.59,8/5/2018
Maximum Price,55,46,50,90,90,103,100,105,50,64,170,165,129,120,130,115,66,300,21,30,55,40,8/5/2018
Minimum Price,20,16,19,48,52,45,56,45,29,28,89,83,62,70,78,62,26,120,8,8,8,5,8/5/2018
Modal Price,28,20,22.5,75,70,75,77.5,60,38,41,140,100,70,85,87,69.5,39,200,18,20,20,10,8/5/2018
Andaman and Nicobar,33,35,50,67,78,80,80,65,46,57,0,148,129,0,115,104,65,208,12,30,30,40,8/5/2018
Andhra Pradesh,32,28.25,29.75,67,66.75,72.5,74.25,59,39.25,42.5,106.75,114.75,68.5,87.5,87,72,45.25,207,13.5,21,15.25,12,8/5/2018
Assam,30,26,28,60,70,70,75,60,36,56,0,90,75,90,100,0,45,200,12,18,20,20,8/5/2018
Bihar,30,17.67,21.67,63.33,70.33,76,71.5,55,37.67,40,0,95,74.33,90.33,99,76,36,194.33,14,14.33,15,18,8/5/2018
Chandigarh,28,23,25,50,62,54,62,45,39,44,128,100,76,87,88,0,30,220,16,14,15,16,8/5/2018
Chhattisgarh,26.2,25.4,25.2,60.2,69.5,62.5,70,53.75,35.2,41.2,125,97.4,74.6,88,92.6,88.8,40.6,192.5,9.8,13.8,15.8,8.4,8/5/2018
Delhi,34,20,23,68,81,79,83,68,33,42,164,120,94,102,110,88,51,239,18,24,20,20,8/5/2018
Goa,42,30,28,75,70,82,90,70,37,50,170,159,117,100,104,89,55,240,17,27,18,18,8/5/2018
Gujarat,23.75,20,22.75,64,71.25,67.75,64.5,53.5,37.75,51,99,86,73.25,82.5,83.5,73.25,49.5,213.75,14.75,14.5,20,23.25,8/5/2018
Haryana,31.5,19.5,23.25,59.25,72.75,70.5,69.5,56.25,37.75,44.25,148.25,102.5,88.25,97,102.75,81,38.75,228.5,18.5,12.25,15.25,13,8/5/2018
Himachal Pradesh,32.67,0,22.5,59.67,69.67,63,71,54.5,37,32.33,158,122.67,91.67,93,0,87,34,176.67,17.33,17,17.67,15.67,8/5/2018
Jammu and Kashmir,30.5,21,23.5,58,75,74,76,54,43.5,38.5,0,116,95.5,117.5,125.5,102,40.5,240,18,19,19,22.5,8/5/2018
Jharkhand,35,24,24,60,70,62,74,50,35,42,145,107,72,105,104,93,35,280,18,18,14,6,8/5/2018
Karnataka,44.33,31.67,37.33,74.33,67.33,85,77.67,78.33,34.33,36,131.33,118.67,80.67,86.33,87,78.33,50.67,227.33,11.67,23,17.33,14.67,8/5/2018
Kerala,39.25,34.5,37.25,72.25,76.5,77.25,78,67,36,43.25,137,151.67,90.25,93,91.5,77,52,176.25,10,28.75,19.25,15.5,8/5/2018
Madhya Pradesh,24,19,22.33,64.17,65.17,63.83,62.5,51.67,39,44.33,121.5,86.83,68.67,78,86.5,67.67,39.67,217.33,15.33,17.83,15.33,13.33,8/5/2018
Maharashtra,35.5,26.25,29.5,64.5,68.5,72.75,76.75,58.25,36.5,39.75,120.25,125,83.25,84.75,92.25,77.25,44.25,236.25,16.5,22.75,17,22.75,8/5/2018
Manipur,40,0,30,90,90,90,100,80,45,0,0,109,87,109,0,98,60,240,15,30,30,30,8/5/2018
Meghalaya,25,27,27,85,62,70,80,63,44,64,95,94,72,103,122,88,66,200,20,20,55,35,8/5/2018
Nagaland,25,40,30,80,75,60,75,60,45,50,0,0,0,0,0,0,50,200,10,20,50,30,8/5/2018
Odisha,26.25,0,22.75,52.25,62.75,56.25,67.25,48.5,34.5,34,0,100,75,93,95.25,87,37,190,17.25,18,15,14.75,8/5/2018
Puducherry,30,35,28,65,76,76,80,60,33,36,124,132,104,0,93,84,50,250,17,28,12,10,8/5/2018
Punjab,30.67,19.33,22.67,71.5,76.5,71.5,78.5,72,41.67,46.67,151,96.67,85,90.33,103,0,43.67,206.67,18,11.33,15,15.67,8/5/2018
Rajasthan,28,18,22,53.5,57,56,63,52.5,33,40,120.5,90,69,86.5,89,0,30,217.5,17,12.5,9.5,7,8/5/2018
Sikkim,55,25,30,65,84,90,83,70,43,47,0,0,0,0,0,0,50,300,18,26,20,22,8/5/2018
Tamil Nadu,33.8,30.2,30.75,61.2,70.4,73.4,75.2,56,32.8,36,136.8,119,94,0,95.6,83.6,49.8,220,17,24,14.6,11,8/5/2018
Telangana,28.17,27.83,29.33,75,70.67,76.5,71.17,69.5,39.5,39.83,105.67,95.5,66.5,82.67,84.17,64.33,38.33,186.33,13.17,20.5,12,10,8/5/2018
Tripura,31,0,29,63,0,74,78,67,41,40,0,107,70,99,0,0,53,178,19,18,20,14,8/5/2018
Uttar Pradesh,25.13,19.13,21.88,57.63,67.63,58.75,68.25,53.63,35.75,48,130.71,102.38,80.13,92,106.29,79.71,35,198.13,17.38,16.13,17.25,14.5,8/5/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,15,20.5,20,8/5/2018
West Bengal,28.67,17.4,23.33,71.17,74.33,76.83,78.17,68.17,40,39.17,121.6,95.83,80.33,85.67,92.5,70.17,41.33,188.33,11.67,15.5,17.33,14,8/5/2018
Average Price,30.12,23.84,26.22,64.24,70.13,70.36,73.02,60.98,37.27,42.47,126.3,105.47,80.63,89.35,95.02,78.2,42.19,210.02,15.2,18.76,16.93,15.77,9/5/2018
Maximum Price,55,46,50,86,85,103,140,105,55,65,170,165,129,120,130,104,65,360,22,30,40,40,9/5/2018
Minimum Price,20,16,19,48,52,47,56,45,29,30,89,83,62,70,78,62,26,120,8,8,8,5,9/5/2018
Modal Price,28,20,23,75,70,75,80,60,39,41,140,100,75,85,87,69.5,40,210,18,20,20,10,9/5/2018
Andaman and Nicobar,33,35,50,67,78,80,80,65,46,57,0,148,129,0,115,104,65,208,12,30,30,40,9/5/2018
Andhra Pradesh,32,28.25,29.75,67,66.75,72.5,74.25,58.67,39,42.5,106.75,114.75,68.5,87.5,87,72,45.5,206.5,13.5,21,15.25,12,9/5/2018
Assam,30,26,28,60,70,70,75,60,36,56,0,90,75,90,100,0,45,200,12,18,20,20,9/5/2018
Bihar,30,17.67,21.67,63.33,70.33,76,71.5,55,37.67,40,0,95,74.33,90.33,99,76,36,194.33,14,14.33,15,20,9/5/2018
Chandigarh,28,23,25,50,62,54,62,45,39,44,128,100,76,87,88,0,30,220,16,14,15,16,9/5/2018
Chhattisgarh,26.4,25.4,25.4,61.25,70.75,69.25,68.75,57.25,35.4,41.2,125,96,75.25,87,90.25,82.25,41,190,9.8,15.8,15.8,9.4,9/5/2018
Delhi,34,20,23,68,81,78,83,68,33,42,164,120,94,102,110,88,51,239,18,24,20,20,9/5/2018
Goa,42,30,28,75,70,82,90,70,37,50,170,159,117,100,104,89,55,240,17,27,18,18,9/5/2018
Gujarat,23.75,19.75,22.75,64,71.25,67.75,64.5,53.5,37.75,51,99,86,73.25,82.5,83.5,73.25,49.5,213.75,14.75,14.5,20,23.25,9/5/2018
Haryana,31.5,19.5,23.25,59.25,72.75,70.5,69.5,56.25,37.75,44.25,148.25,102.5,88.25,97,102.75,81,38.75,228.5,18.5,12.25,15.25,13,9/5/2018
Himachal Pradesh,32.67,0,22.5,59.67,69,62.67,71,54,36.33,34.5,158,121.67,91,93,0,87,34,175,17.67,17,19.33,15.67,9/5/2018
Jammu and Kashmir,30.5,21,23.5,58,77.5,77,68,57,43.5,38.5,0,116,95.5,117.5,125.5,102,40.5,240,18,20,21.5,25,9/5/2018
Jharkhand,35,24,24,60,70,62,74,50,35,42,145,107,72,105,104,93,35,280,18,18,14,6,9/5/2018
Karnataka,44.33,31.67,37.33,74.33,67.33,85,77.67,78.33,34.33,36,131.33,118.67,80.67,86.33,87,78.33,50.67,227.33,11.67,23,17.33,14.67,9/5/2018
Kerala,39.25,34.5,37.25,72.25,76.5,77.25,78,70.25,36,43.25,137,151.67,90.25,93,91.5,77,52.5,176.25,10,28.75,19.25,15.5,9/5/2018
Madhya Pradesh,24,19,22.33,64.17,65.17,63.83,62.5,51.67,37.83,44.33,121.5,86.83,68.67,78,86.5,67.67,39.67,217.33,15.33,17.83,15.33,13.33,9/5/2018
Maharashtra,35.5,26.25,29.5,64.5,68.75,72.5,76.25,57.75,36.5,39.75,120.25,125.25,83.25,84.75,92.25,77.25,44.25,236.25,16.5,22.5,15.5,22.75,9/5/2018
Manipur,0,0,30,0,0,0,100,80,45,0,0,109,87,109,0,98,60,240,15,25,30,30,9/5/2018
Meghalaya,25,27,26,0,60,70,0,0,40,62,0,0,0,0,0,0,0,0,20,18,0,0,9/5/2018
Mizoram,30,0,25,0,80,0,140,100,55,65,0,109,0,93,98,0,0,360,22,30,40,40,9/5/2018
Odisha,26.25,0,22.75,52.25,62.75,56.25,67.25,48.5,34.5,34,0,100,75,93,95.25,87,37,190,17.25,18,15,16,9/5/2018
Puducherry,30,35,28,65,76,76,80,60,33,36,124,132,104,0,93,84,50,250,17,28,12,10,9/5/2018
Punjab,33,19,22,71.5,76.5,71.5,78.5,72,40,45,150,96,85,89,102.5,0,43.5,205,18,11,17.5,18.5,9/5/2018
Rajasthan,28,19.33,22.33,54.67,60.33,56.33,64.33,54,32.33,39.33,116.33,92.33,72.67,86.5,90.33,0,34,208.33,14.67,13.67,9.67,8,9/5/2018
Sikkim,55,25,30,65,84,90,83,70,43,47,0,0,0,0,0,0,50,300,18,26,20,22,9/5/2018
Tamil Nadu,33.8,30.4,31,61,70.4,72.8,75.4,55,33.2,36,137.4,119,94,0,95.6,83.6,49.8,220,17,24.4,14.6,12,9/5/2018
Telangana,28.17,27.83,29.33,75,70.67,76.5,71.17,69.5,39.5,39.83,105.67,95.5,66.5,82.67,84.17,64.33,38.33,186.33,13.17,20.5,12,10,9/5/2018
Tripura,31,0,29,63,0,74,78,67,41,40,0,107,70,99,0,0,53,178,19,18,20,14,9/5/2018
Uttar Pradesh,25.13,19.25,21.88,58.38,67.5,58.38,68.13,53.63,35.13,48,130.71,102.88,80.13,92.5,108.33,80.14,35.25,197.5,17.38,16.13,17.13,14.5,9/5/2018
Uttarakhand,23.5,21.5,24.25,67.25,72.75,77.75,73,73.75,37,42.5,134.75,93.5,83.75,83.75,105.75,0,37.25,207.5,18,15,20.5,20,9/5/2018
West Bengal,28.67,17.4,23.33,71.17,74.33,76.83,78.17,68.17,39.17,39.17,121.6,95.83,80.33,85.67,92.33,70.17,41.33,188.33,11.67,16,17.33,14,9/5/2018
Average Price,30.19,23.78,26.2,64.49,70.48,70.93,72.4,60.72,37.19,42.3,126.83,105.38,80.66,89.8,95.49,78.09,42.13,208.64,15.13,18.61,16.77,15.68,10/5/2018
Maximum Price,55,46,50,90,93,103,100,105,50,62,170,165,129,120,130,104,65,300,21,30,30,40,10/5/2018
Minimum Price,20,16,19,48,52,47,56,45,29,30,89,83,62,70,78,62,26,120,8,8,8,5,10/5/2018
Modal Price,28,20,23,75,70,75,80,60,37,42,140,100,80,85,91,69.5,40,210,18,20,20,10,10/5/2018
Andaman and Nicobar,33,35,50,67,78,80,80,65,46,57,0,142,129,0,115,104,65,208,12,30,30,40,10/5/2018
Andhra Pradesh,32,28.25,29.75,67,66.75,72.5,74.25,58.33,39,42.5,106.75,114.5,68.5,87.5,87,72,45.75,206.25,13.5,20.75,15.25,12.25,10/5/2018
Assam,30,26,28,60,70,70,75,60,36,56,0,90,75,90,100,0,45,200,12,18,20,20,10/5/2018
Bihar,30,17.67,21.67,63.33,70.33,76,71.5,55,37.67,40,0,95,74.33,90.33,99,76,36,194.33,14,14.33,15,20,10/5/2018
Chandigarh,28,23,25,50,62,54,62,45,39,44,128,100,76,87,88,0,30,220,16,14,15,16,10/5/2018
Chhattisgarh,26.4,25.4,25.4,61.25,70.75,69.25,68.75,57.25,35.4,41.2,120.8,98.6,75.25,89.2,93,82.25,41,205,9.8,15.8,15.8,9.4,10/5/2018
Delhi,34,20,23,68,81,78,83,68,33,42,164,120,94,102,110,88,51,239,18,24,20,20,10/5/2018
Goa,42,30,28,75,70,82,90,70,37,50,170,159,117,100,104,89,55,240,17,27,18,18,10/5/2018
Gujarat,23.75,19.75,22.75,63,71.25,67.75,64.5,53.5,37.75,51,99,86,73.25,82.5,83.5,73.25,49.5,213.75,14.75,14.5,20,23.25,10/5/2018
Haryana,31.5,19.5,23.25,59.25,72.75,70.5,69.5,56.25,37.75,44.25,148.25,102.5,88.25,97,102.75,81,38.75,228.5,18.5,12.25,15.25,13,10/5/2018
Himachal Pradesh,32.67,0,22.5,59.67,69,62.67,71,54,36.33,34.5,158,121.67,91,93,0,87,34,175,17.67,17,19.33,15.67,10/5/2018
Jammu and Kashmir,30.5,21,23.5,58,77.5,77,68,57,43.5,38.5,0,116,95.5,117.5,125.5,102,40.5,240,18,20,21.5,25,10/5/2018
Jharkhand,35,24,24,60,70,62,74,50,35,42,145,107,72,105,104,93,35,280,18,18,14,6,10/5/2018
Karnataka,44.33,31.67,37.33,74.33,67.33,85,77.67,78.33,34.33,36,131.33,118.67,80.67,86.33,87,78.33,50.67,227.33,11.67,23,17.33,14.67,10/5/2018
Kerala,39.25,34.5,37.25,72.25,76.5,77.25,78,70.25,36,43.25,137,151.67,90.25,93,91.5,77,52.5,176.25,10,28.75,19.25,15.5,10/5/2018
Madhya Pradesh,24,19,22.33,64.17,65.17,63.83,62.5,51.67,37.83,44.33,121.5,86.83,68.67,78,86.5,67.67,39.67,217.33,15.33,17.83,15.33,13.33,10/5/2018
Maharashtra,35.5,26.25,29.5,64.5,68.25,72.75,76.25,57.75,36.5,39.75,120.25,125.25,83.25,84.75,92.25,77.25,44.25,236.25,16.5,22.75,15.75,22.25,10/5/2018
